Stock;Price;Change;Percent Change;Closing Price;Sector;Industry;Employees;Founded;Website;1-day range;52-week range;Market cap;Market cap clear;P/E ratio;Next earnings date;Dividend yield;Ex-dividend date;Dividend pay date;Number of analysts;Buy Recommendation;Hold Recommendation;Sell Recommendation;Smart Score;Score;High Forecast;High Forecast Percent;Median Forecast;Median Forecast Percent;Low Forecast;Low Forecast Percent;Total revenue Value;Total revenue Change;Net income Value;Net income Change;Earnings per share Value;Earnings per share Change;Net profit margin Value;Net profit margin Change;Free cash flow Value;Free cash flow Change;Debt-to-equity ratio Value;Debt-to-equity ratio Change;Date of record;Time of record;Page Load Time (s);Dynamic Element Load Time (s);Fear & Greed Index;;;;;;;;;;;;;;
AMD;116.09;- 1.23;-1.05;115.87;Electronic Technology;Semiconductors;26000;1969;www.amd.com;"114.50
118.66";"114.41
227.30";188.39B;188390000000.0;103.85;Feb 3, 2025;;;;56;0.77;0.21;0.02;4.0;4.9491627185804115;250.0;115.35015935911792;183.0;57.63631665087432;146.0;25.764493065724864;6.82B;17.57%;771.00M;157.86%;0.47;156.70%;11.31%;119.33%;496.00M;67.00%;0.04;24.57%;2025-01-15;08:01:56 UTC;1.43;0.01;27;-1.23;-1.05;0.05;0.04;-10.6;-8.37;-63.74;-35.44;-4.54;-3.76;-42.65;-26.87;65.16;127.94
PM;118.47;+ 0.92;0.78;118.60;Consumer Non-Durables;Tobacco;82700;1847;www.pmi.com;"117.28
118.57";"87.82
134.15";184.20B;184200000000.0;18.79;Feb 5, 2025;5.46;2024-12-25;2025-01-12;15;0.73;0.2;0.07;4.0;1.2653937705748288;155.0;30.834810500548667;143.0;20.70566388115135;102.0;-13.902253735122816;9.87B;8.82%;3.07B;50.05%;1.97;49.85%;31.14%;37.88%;2.96B;2.66%;n/a;n/a;2025-01-15;08:01:56 UTC;3.31;0.01;27;0.92;0.78;1.32;1.13;-7.47;-5.93;13.4;12.75;-2.63;-2.17;23.96;25.35;29.78;33.58
ISRG;538.88;- 0.87;-0.16;540.24;Health Technology;Medical Specialties;13676;1995;www.intuitive.com;"535.59
544.55";"355.17
556.23";191.94B;191940000000.0;86.62;Jan 22, 2025;;;;34;0.65;0.35;0.0;8.0;1.2626751781472683;650.0;20.620546318289787;561.0;4.104809976247032;475.0;-11.854216152019003;2.04B;16.88%;565.10M;35.94%;1.56;34.25%;27.73%;16.30%;458.60M;57.00%;n/a;n/a;2025-01-15;08:01:56 UTC;1.54;0.01;27;-0.87;-0.16;-8.59;-1.57;-3.11;-0.57;101.63;23.24;14.85;2.83;176.55;48.73;338.87;169.43
PLTR;65.91;+ 0.93;1.43;65.93;Technology Services;Packaged Software;3735;2003;www.palantir.com;"65.19
68.23";"16.03
84.80";150.14B;150140000000.0;333.72;Feb 2, 2025;;;;23;0.13;0.52;0.35;2.0;-2.9379699590350477;75.0;13.79153390987711;39.0;-40.828402366863905;11.0;-83.31057502655136;725.52M;29.98%;143.53M;100.72%;0.06;89.61%;19.78%;54.42%;415.79M;215.28%;0.06;23.49%;2025-01-15;08:01:56 UTC;1.63;0.01;27;0.93;1.43;-1.35;-2.01;-9.84;-12.99;37.24;129.89;-9.28;-12.34;49.38;298.73;56.18;577.39
GE;176.86;+ 5.29;3.08;177.00;Electronic Technology;Aerospace & Defense;125000;1878;www.geaerospace.com;"172.40
177.90";"100.64
194.80";191.41B;191410000000.0;31.19;Jan 22, 2025;0.25;2024-12-26;2025-01-26;21;0.95;0.05;0.0;7.0;2.318999208413434;235.0;32.873459233291854;212.0;19.86882279769308;190.0;7.42960533755512;9.84B;43.31%;1.71B;874.29%;1.69;625.16%;17.32%;1,618.51%;1.24B;12.60%;1.12;40.33%;2025-01-15;08:01:56 UTC;6.49;0.06;27;5.29;3.08;5.17;3.01;11.07;6.68;17.3;10.84;8.27;4.91;73.69;71.42;117.68;198.88
INTU;623.8;+ 10.58;1.73;631.00;Technology Services;Packaged Software;18800;1983;www.intuit.com;"614.26
623.99";"557.29
714.78";174.61B;174610000000.0;60.68;Feb 19, 2025;0.56;2025-01-09;2025-01-16;34;0.74;0.26;0.0;8.0;1.9012439884578396;800.0;28.24623276691248;750.0;20.23084321898045;581.0;-6.86117345302981;3.28B;51.27%;197.00M;91.75%;0.70;18.26%;6.00%;25.85%;329.00M;91.54%;0.37;1.30%;2025-01-15;08:01:56 UTC;1.92;0.14;27;10.58;1.73;0.37;0.06;-47.7;-7.1;-34.38;-5.22;1.01;0.16;19.97;3.31;340.95;120.54
GS;571.53;+ 8.58;1.52;575.00;Finance;Investment Banks/Brokers;45300;1869;www.goldmansachs.com;"565.20
573.59";"372.07
612.73";179.41B;179410000000.0;16.77;Jan 14, 2025;2.72;2024-12-01;2024-12-29;25;0.6;0.36;0.04;6.0;1.0246912673000543;736.0;28.777142057284838;600.0;4.981365807569162;491.0;-14.090248980805903;31.25B;8.11%;2.99B;45.29%;8.40;53.57%;9.57%;34.39%;30.35B;14.89%;6.14;10.10%;2025-01-15;08:01:56 UTC;1.96;0.01;27;8.58;1.52;11.53;2.06;-14.8;-2.52;79.3;16.11;-3.44;-0.6;191.08;50.22;322.07;129.11
CAT;371.57;+ 9.07;2.5;372.39;Producer Manufacturing;Trucks/Construction/Farm Machinery;113200;1925;www.caterpillar.com;"365.18
372.00";"276.94
418.50";179.39B;179390000000.0;17.23;Jan 28, 2025;1.72;2025-01-20;2025-02-19;27;0.41;0.41;0.19;7.0;0.1937002449067471;515.0;38.60107113060796;377.0;1.461366633474179;250.0;-32.7179266356272;16.11B;4.19%;2.46B;11.81%;5.06;7.12%;15.30%;7.96%;2.85B;13.21%;1.95;7.80%;2025-01-15;08:01:56 UTC;2.21;0.01;27;9.07;2.5;20.57;5.86;-7.35;-1.94;25.8;7.46;11.8;3.28;84.34;29.36;223.79;151.43
TXN;193.5;+ 2.41;1.26;194.03;Electronic Technology;Semiconductors;34000;1930;www.ti.com;"190.18
193.61";"155.46
220.38";174.31B;174310000000.0;35.5;Jan 22, 2025;2.94;2024-10-30;2024-11-11;38;0.32;0.55;0.13;3.0;0.8259689922480622;298.0;54.00516795865633;209.5;8.2687338501292;140.0;-27.648578811369507;4.15B;8.41%;1.35B;20.29%;1.47;20.60%;32.64%;12.98%;416.00M;5.88%;0.84;25.08%;2025-01-15;08:01:56 UTC;9.26;0.18;27;2.41;1.26;3.35;1.76;4.04;2.13;-8.26;-4.09;6.55;3.5;29.62;18.07;61.8;46.92
QCOM;159.53;+ 2.40;1.53;159.45;Electronic Technology;Semiconductors;49000;1985;www.qualcomm.com;"156.56
161.01";"137.35
230.63";177.24B;177240000000.0;17.77;Jan 28, 2025;1.94;2024-12-04;2024-12-18;40;0.53;0.45;0.03;5.0;2.4146492822666588;255.0;59.84454334607911;200.0;25.368269291042438;160.0;0.294615432833949;10.24B;9.11%;2.92B;28.13%;2.59;n/a;28.46%;50.77%;2.39B;29.05%;0.59;21.07%;2025-01-15;08:01:56 UTC;2.08;0.01;27;2.4;1.53;2.55;1.62;1.64;1.04;-48.65;-23.37;5.89;3.83;18.41;13.05;63.62;66.33
VZ;38.28;+ 0.16;0.42;38.31;Communications;Wireless Telecommunications;105400;1983;www.verizon.com;"37.83
38.34";"37.59
45.36";160.47B;160470000000.0;16.43;Jan 23, 2025;6.99;2025-01-09;2025-02-02;28;0.43;0.54;0.04;7.0;2.065203761755486;56.0;46.29049111807732;47.0;22.779519331243467;40.79;6.556948798328103;33.33B;0.02%;3.31B;30.58%;0.78;30.72%;9.92%;30.56%;5.96B;10.79%;1.81;2.73%;2025-01-15;08:01:56 UTC;8.81;0.05;27;0.16;0.42;0.47;1.24;-2.6;-6.36;-2.51;-6.15;-1.93;-4.8;-1.01;-2.57;-21.85;-36.34
BKNG;4778.81;+ 14.91;0.31;4,784.01;Consumer Services;Other Consumer Services;23600;1997;www.bookingholdings.com;"4,751.07
4,809.08";"3,180.00
5,337.24";158.16B;158160000000.0;32.43;Feb 19, 2025;;2024-12-05;2024-12-30;40;0.65;0.3;0.05;6.0;1.5563443618808863;6000.0;25.554269786829764;5230.0;9.44147183085328;4320.0;-9.600925753482569;7.99B;8.90%;2.52B;0.24%;74.33;6.52%;31.49%;7.95%;2.30B;76.48%;n/a;n/a;2025-01-15;08:01:56 UTC;2.07;0.06;27;14.91;0.31;39.26;0.83;-373.32;-7.25;690.81;16.9;-146.48;-2.97;;36.39;;132.58
DHR;237.62;- 2.26;-0.94;238.00;Health Technology;Medical Specialties;63000;1984;www.danaher.com;"232.04
242.15";"222.53
281.70";171.63B;171630000000.0;45.32;Jan 28, 2025;0.45;2024-12-26;2025-01-30;30;0.8;0.2;0.0;10.0;2.3438599444491204;315.0;32.56459893948321;285.0;19.93939904048481;255.0;7.314199141486405;5.80B;15.64%;818.00M;27.55%;1.12;25.91%;14.11%;14.11%;1.22B;7.04%;0.37;16.97%;2025-01-15;08:01:56 UTC;1.85;0.01;27;-2.26;-0.94;2.55;1.08;3.44;1.47;-8.61;-3.5;7.81;3.4;10.87;4.79;93.67;65.07
T;21.8;+ 0.24;1.11;21.75;Communications;Wireless Telecommunications;149900;1983;www.att.com;"21.38
21.82";"15.94
24.03";156.42B;156420000000.0;17.72;Jan 26, 2025;6.62;2025-01-09;2025-02-02;30;0.57;0.37;0.07;7.0;0.8110091743119263;32.5;49.08256880733944;26.5;21.55963302752293;13.0;-40.36697247706422;30.21B;0.45%;- 174.00M;104.98%;- 0.03;106.55%;- 0.58%;105.00%;4.93B;13.29%;1.43;6.90%;2025-01-15;08:01:56 UTC;2.57;0.01;27;0.24;1.11;0.11;0.51;-1.04;-4.55;3.22;17.33;-1.03;-4.51;5.36;32.6;-7.18;-24.79
BLK;963.17;+ 8.16;0.85;964.99;Finance;Investment Managers;19800;1988;www.blackrock.com/corporate;"958.04
969.60";"745.55
1,082.45";149.17B;149170000000.0;23.77;Apr 10, 2025;2.46;2024-12-04;2024-12-22;20;0.8;0.2;0.0;9.0;1.709754248990314;1245.0;29.26067049430527;1141.5;18.514903911043746;914.0;-5.105017805787136;5.49B;20.13%;1.63B;1.68%;10.90;2.29%;29.71%;15.36%;1.31B;10.84%;0.34;37.63%;2025-01-15;08:01:56 UTC;2.92;0.01;27;8.16;0.85;7.53;0.79;-101.48;-9.53;140.21;17.04;-54.23;-5.33;171.79;21.71;427.93;79.95
RTX;119.47;+ 1.73;1.47;119.51;Electronic Technology;Aerospace & Defense;185000;1922;www.rtx.com;"118.18
119.52";"84.43
128.70";159.02B;159020000000.0;34.12;Jan 27, 2025;2.76;2024-11-14;2024-12-11;27;0.48;0.52;0.0;10.0;1.414910856281912;157.0;31.413744036159706;134.0;12.162049049970705;113.0;-5.4155855026366435;20.09B;49.21%;1.47B;249.59%;1.09;260.91%;7.33%;200.26%;1.97B;28.38%;0.72;35.44%;2025-01-15;08:01:56 UTC;2.54;0.01;27;1.73;1.47;4.36;3.79;1.36;1.15;17.85;17.57;3.46;2.98;33.97;39.73;28.4;31.19
SPGI;484.47;+ 1.88;0.39;485.45;Commercial Services;Financial Publishing/Services;40450;1917;www.spglobal.com;"482.43
486.99";"407.69
533.29";150.33B;150330000000.0;42.74;Feb 10, 2025;0.82;2024-11-25;2024-12-10;27;0.85;0.11;0.04;7.0;2.264772844551778;620.0;27.974900406629917;585.0;20.75051086754597;520.0;7.333787437818641;3.58B;15.92%;971.00M;30.86%;3.12;33.60%;27.16%;12.89%;1.41B;44.32%;0.35;3.57%;2025-01-15;08:01:56 UTC;2.58;0.01;27;1.88;0.39;1.75;0.36;-18.39;-3.66;1.92;0.4;-11.03;-2.23;47.92;10.98;187.68;63.24
PFE;26.41;- 0.39;-1.46;26.44;Health Technology;Pharmaceuticals: Major;88000;1849;www.pfizer.com;"26.27
26.87";"24.48
31.54";149.66B;149660000000.0;35.5;Feb 3, 2025;5.73;2025-01-23;2025-03-06;26;0.46;0.5;0.04;6.0;1.8313290420295345;45.0;70.39000378644454;31.0;17.37978038621734;25.0;-5.3388867853085955;17.70B;33.78%;4.47B;286.84%;0.78;284.91%;25.27%;239.66%;6.06B;129.14%;0.73;11.82%;2025-01-15;08:01:56 UTC;3.17;0.01;27;-0.39;-1.46;-0.31;-1.16;1.16;4.59;-2.69;-9.24;-0.2;-0.75;-1.91;-6.74;-9.93;-27.32
HON;218.5;- 0.60;-0.27;218.71;Electronic Technology;Aerospace & Defense;95000;1906;www.honeywell.com;"214.60
220.51";"189.66
242.77";142.08B;142080000000.0;25.23;Feb 5, 2025;1.99;2024-11-14;2024-12-05;28;0.43;0.54;0.04;5.0;1.4168192219679638;298.0;36.38443935926773;242.5;10.983981693363845;210.0;-3.8901601830663615;9.73B;5.66%;1.41B;6.67%;2.16;4.83%;14.53%;11.67%;1.72B;10.13%;1.84;48.60%;2025-01-15;08:01:56 UTC;2.49;0.01;27;-0.6;-0.27;0.31;0.14;-17.5;-7.42;2.78;1.29;-7.02;-3.11;20.73;10.48;35.28;19.26
CMCSA;36.38;- 0.07;-0.19;36.38;Consumer Services;Cable/Satellite TV;186000;1963;corporate.comcast.com;"36.15
36.64";"36.15
47.11";139.48B;139480000000.0;9.82;Jan 29, 2025;2.65;2025-01-07;2025-01-28;33;0.58;0.39;0.03;8.0;2.4942221000549747;58.0;59.428257284222084;48.0;31.9406267179769;37.0;1.7042330951071945;32.07B;6.49%;3.63B;10.31%;0.94;4.28%;11.32%;15.77%;4.11B;15.42%;1.18;4.74%;2025-01-15;08:01:56 UTC;3.19;0.07;27;-0.07;-0.19;0.02;0.06;-2.48;-6.38;-2.56;-6.57;-1.04;-2.78;-6.71;-15.57;-11.12;-23.41
ANET;114.91;+ 2.27;2.02;115.10;Electronic Technology;Computer Peripherals;4023;2004;www.arista.com;"112.78
115.20";"60.08
120.28";141.90B;141900000000.0;54.07;Feb 12, 2025;;;;29;0.79;0.14;0.07;10.0;-0.912166042990166;125.0;8.78078496214429;113.88;-0.89635366808807;27.5;-76.06822730832825;1.81B;19.97%;747.94M;37.15%;0.58;35.95%;41.30%;14.32%;1.17B;69.74%;n/a;100.00%;2025-01-15;08:01:56 UTC;2.53;0.1;27;2.27;2.02;0.57;0.5;-1.62;-1.39;24.8;27.53;3.12;2.79;51.59;81.49;101.04;728.67
AMGN;267.1;- 3.09;-1.14;267.98;Health Technology;Biotechnology;26700;1980;www.amgen.com;"264.91
271.61";"253.30
346.85";143.57B;143570000000.0;34.2;Feb 3, 2025;2.96;2025-02-13;2025-03-06;34;0.44;0.47;0.09;7.0;1.2299251216772737;405.0;51.62860351928116;333.0;24.672407338075615;195.0;-26.993635342568332;8.46B;23.11%;2.83B;63.58%;5.22;62.38%;33.46%;32.87%;3.31B;31.93%;8.02;1.60%;2025-01-15;08:01:56 UTC;2.66;0.01;27;-3.09;-1.14;4.87;1.86;0.6;0.23;-63.05;-19.1;7.82;3.02;-36.38;-11.99;25.61;10.6
PGR;239.76;+ 3.98;1.69;243.25;Finance;Multi-Line Insurance;61432;1937;www.progressive.com;"233.11
239.83";"166.92
270.62";140.45B;140450000000.0;17.41;Apr 9, 2025;0.72;2025-01-09;2025-01-15;22;0.68;0.32;0.0;10.0;1.9017817817817821;339.0;41.391391391391394;288.0;20.120120120120124;237.0;-1.1511511511511474;19.71B;26.74%;2.33B;108.10%;3.97;110.01%;11.84%;64.20%;4.55B;34.60%;0.25;37.73%;2025-01-15;08:01:56 UTC;8.93;0.01;27;3.98;1.69;4.15;1.76;-10.49;-4.19;22.66;10.44;-0.89;-0.37;71.19;42.23;163.46;214.23
SYK;362.8;+ 1.82;0.5;365.78;Health Technology;Medical Specialties;52000;1941;www.stryker.com;"359.32
363.61";"307.23
398.20";138.31B;138310000000.0;38.9;Jan 27, 2025;1.02;2024-12-30;2025-01-30;32;0.69;0.28;0.03;4.0;1.8545755237045203;450.0;24.03528114663726;409.0;12.734288864388088;370.0;1.984564498346193;5.49B;11.92%;834.00M;20.52%;2.16;20.02%;15.18%;7.69%;1.30B;44.57%;0.79;7.85%;2025-01-15;08:01:56 UTC;2.18;0.01;27;1.82;0.5;-2.86;-0.78;-9.9;-2.66;34.24;10.42;4.08;1.14;48.51;15.43;150.63;70.99
UNP;229.38;+ 2.62;1.16;229.99;Transportation;Railroads;31490;1969;www.up.com;"227.63
229.58";"218.55
258.66";139.06B;139060000000.0;21.07;Jan 22, 2025;2.12;2024-12-08;2024-12-29;31;0.58;0.42;0.0;9.0;2.5197314499956405;508.0;121.46656203679484;263.0;14.656901211962683;215.0;-6.269073153718718;6.09B;2.52%;1.67B;9.36%;2.75;9.57%;27.43%;6.67%;1.82B;58.12%;1.97;19.93%;2025-01-15;08:01:56 UTC;2.33;0.01;27;2.62;1.16;4.17;1.85;-3.51;-1.51;-6.61;-2.8;0.26;0.11;-6.83;-2.89;44.06;23.78
TJX;119.24;- 0.65;-0.54;119.14;Retail Trade;Apparel/Footwear Retail;349000;1962;www.tjx.com;"118.69
120.60";"92.35
128.00";134.04B;134039999999.99998;28.06;Feb 25, 2025;1.36;2025-02-12;2025-03-05;24;0.75;0.17;0.08;9.0;1.179855753102986;148.0;24.119423012411946;135.5;13.63636363636364;100.0;-16.135524991613547;14.06B;6.02%;1.30B;8.90%;1.14;10.52%;9.22%;2.72%;624.00M;12.24%;1.56;15.09%;2025-01-15;08:01:56 UTC;1.98;0.01;27;-0.65;-0.54;-0.82;-0.68;-4.48;-3.62;5.43;4.77;-1.91;-1.58;23.37;24.38;56.56;90.24
KKR;143.65;+ 2.40;1.7;144.48;Finance;Investment Managers;4490;1976;www.kkr.com;"142.00
144.77";"80.20
163.68";125.46B;125460000000.0;43.7;Feb 5, 2025;0.78;2024-11-03;2024-11-18;21;0.81;0.14;0.05;7.0;1.918600765750087;214.0;48.9731987469544;162.5;13.122171945701352;143.0;-0.4524886877828094;6.14B;99.95%;600.55M;59.70%;0.64;61.11%;9.79%;79.84%;1.29B;29.22%;2.11;8.68%;2025-01-15;08:01:56 UTC;7.6;0.01;27;2.4;1.7;2.72;1.93;-12.47;-7.99;28.69;24.96;-5.54;-3.71;62.1;76.15;112.45;360.42
SCHW;72.34;- 0.32;-0.44;72.30;Finance;Investment Banks/Brokers;33000;1986;www.schwab.com;"71.31
72.97";"59.67
83.35";132.42B;132419999999.99998;28.28;Jan 20, 2025;1.45;2024-11-07;2024-11-21;24;0.63;0.25;0.13;9.0;1.3112137130218406;95.0;31.324301907658274;84.0;16.118330107824157;65.0;-10.146530273707496;6.55B;2.44%;1.41B;25.16%;0.71;27.25%;21.49%;22.18%;20.52B;271.58%;1.46;34.79%;2025-01-15;08:01:56 UTC;2.06;0.01;27;-0.32;-0.44;-0.43;-0.59;-5.6;-7.19;-2.73;-3.64;-1.5;-2.03;8.03;12.49;24.0;49.65
ETN;340.14;- 0.74;-0.22;340.80;Producer Manufacturing;Electrical Products;94000;2012;www.eaton.com;"339.00
347.24";"236.04
379.99";134.72B;134720000000.0;36.25;Jan 29, 2025;1.43;2024-11-03;2024-11-21;29;0.66;0.28;0.07;10.0;1.71436408537661;440.0;29.358499441406483;378.5;11.277709178573533;343.0;0.8408302463691462;6.34B;7.91%;1.01B;13.36%;2.53;14.01%;15.92%;5.05%;1.13B;23.33%;0.53;0.56%;2025-01-15;08:01:56 UTC;3.11;0.01;27;-0.74;-0.22;-1.31;-0.38;-15.01;-4.23;13.11;4.01;8.18;2.46;98.4;40.7;244.46;255.5
AMAT;173.65;+ 2.79;1.63;173.71;Producer Manufacturing;Industrial Machinery;35700;1967;www.appliedmaterials.com;"170.31
173.70";"149.84
255.89";141.30B;141300000000.0;20.18;Feb 12, 2025;0.81;2025-02-19;2025-03-12;37;0.68;0.3;0.03;9.0;2.300452058738842;285.0;64.1232363950475;225.0;29.570976101353292;155.0;-10.739994241289955;7.04B;6.15%;1.73B;0.52%;2.09;n/a;24.57%;17.77%;2.17B;91.01%;0.35;5.27%;2025-01-15;08:01:56 UTC;2.23;0.01;27;2.79;1.63;2.0;1.17;4.24;2.5;-71.9;-29.28;9.78;5.97;19.89;12.94;110.8;176.29
BA;167.02;- 3.55;-2.08;167.16;Electronic Technology;Aerospace & Defense;171000;1916;www.boeing.com;"164.62
171.88";"137.03
222.07";124.96B;124960000000.0;;Jan 27, 2025;;2020-02-12;2020-03-05;32;0.56;0.38;0.06;7.0;0.1932870314932339;209.0;25.134714405460418;190.0;13.75883127769129;85.0;-49.107891270506535;17.84B;1.46%;- 6.17B;277.14%;- 9.97;270.00%;- 34.59%;282.72%;- 1.96B;530.97%;n/a;n/a;2025-01-15;08:01:56 UTC;2.35;0.01;27;-3.55;-2.08;-4.98;-2.9;-6.15;-3.55;-12.09;-6.75;-4.85;-2.82;-33.5;-16.71;-157.13;-48.47
BSX;95.65;+ 1.04;1.1;95.92;Health Technology;Medical Specialties;48000;1979;www.bostonscientific.com;"94.83
96.25";"59.61
97.13";140.97B;140970000000.0;79.11;Feb 4, 2025;;;;36;0.86;0.14;0.0;10.0;1.5810454783063248;116.0;21.27548353371667;100.0;4.547830632514369;86.0;-10.088865656037642;4.21B;19.34%;469.00M;6.94%;0.32;7.91%;11.14%;22.02%;823.00M;62.01%;0.54;10.41%;2025-01-15;08:01:56 UTC;2.08;0.01;27;1.04;1.1;0.77;0.81;5.19;5.74;17.63;22.6;6.27;7.01;35.4;58.76;51.37;116.01
C;73.5;+ 0.73;1.0;73.63;Finance;Major Banks;239000;1812;www.citigroup.com;"73.14
73.99";"50.51
74.29";139.01B;139010000000.0;21.23;Jan 14, 2025;4.04;2025-02-02;2025-02-27;21;0.81;0.19;0.0;9.0;1.5565306122448983;110.0;49.65986394557823;78.5;6.802721088435375;66.0;-10.204081632653061;43.50B;5.65%;3.18B;8.82%;1.51;7.36%;7.32%;13.70%;- 4.53B;34.09%;3.23;5.93%;2025-01-15;08:01:56 UTC;7.4;0.01;27;0.73;1.0;2.1;2.94;2.01;2.81;8.36;12.83;3.56;5.09;21.63;41.7;-7.62;-9.39
UBER;64.84;- 0.86;-1.31;64.85;Transportation;Other Transportation;30400;2009;www.uber.com;"64.62
66.81";"54.84
87.00";136.53B;136530000000.0;31.73;Feb 4, 2025;;;;58;0.88;0.12;0.0;8.0;4.136853793954349;120.0;85.07094386181369;90.0;38.80320789636026;75.0;15.669339913633554;11.19B;20.40%;2.61B;1,081.90%;1.21;1,129.61%;23.35%;881.61%;2.11B;133.04%;0.90;24.50%;2025-01-15;08:01:56 UTC;2.09;0.01;27;-0.86;-1.31;-1.13;-1.71;4.59;7.62;-7.45;-10.31;1.67;2.64;1.19;1.87;29.71;84.57
COP;104.88;+ 0.65;0.62;104.86;Energy Minerals;Oil & Gas Production;9900;1875;www.conocophillips.com;"103.15
104.95";"94.23
135.18";135.67B;135669999999.99998;12.45;Feb 5, 2025;3.37;2024-11-07;2024-12-01;29;0.9;0.1;0.0;10.0;2.9075362318840585;165.0;57.322654462242575;134.5;28.241800152555307;115.0;9.649122807017548;12.99B;8.90%;2.05B;26.43%;1.76;24.11%;15.79%;19.24%;2.85B;1.83%;0.37;8.09%;2025-01-15;08:01:56 UTC;2.48;0.01;27;0.65;0.62;2.96;2.9;5.31;5.33;-9.69;-8.46;4.8;4.8;-3.76;-3.46;39.81;61.18
PANW;170.58;+ 2.76;1.64;170.75;Technology Services;Packaged Software;15289;2005;www.paloaltonetworks.com;"166.40
170.66";"130.04
207.24";111.93B;111930000000.0;44.46;Feb 24, 2025;;;;52;0.73;0.21;0.06;7.0;8.269502872552469;464.4;172.24762574744983;425.0;149.14995896353616;276.0;61.80091452690818;2.14B;7.76%;350.70M;25.79%;0.49;78.17%;16.40%;58.58%;1.47B;198.17%;0.17;83.06%;2025-01-15;08:01:56 UTC;2.42;0.01;27;2.76;1.64;-2.84;-1.64;-31.92;-15.76;0.13;0.07;-10.16;-5.62;4.56;2.74;130.23;322.7
ADP;291.69;+ 1.49;0.51;291.25;Technology Services;Packaged Software;64000;1949;www.adp.com;"287.47
291.87";"231.27
309.63";118.85B;118850000000.0;31.16;Jan 28, 2025;2.28;2024-12-12;2024-12-31;20;0.2;0.75;0.05;7.0;0.6455123590112789;325.0;11.419657855942953;305.0;4.563063526346465;281.0;-3.6648496691693224;4.83B;8.02%;956.30M;19.29%;2.34;12.39%;19.79%;3.90%;765.60M;46.78%;1.77;62.89%;2025-01-15;08:01:56 UTC;2.86;0.01;27;1.49;0.51;4.84;1.69;-5.12;-1.73;49.05;20.22;2.04;0.7;56.41;23.98;114.82;64.92
DE;432.31;+ 2.40;0.56;432.50;Producer Manufacturing;Trucks/Construction/Farm Machinery;75800;1837;www.deere.com;"427.36
433.44";"340.20
469.39";117.74B;117740000000.0;16.87;Feb 12, 2025;1.44;2024-12-30;2025-02-09;25;0.44;0.44;0.12;9.0;1.0261946288542942;538.0;24.44773426476371;472.5;9.296569591265525;400.0;-7.473803520621776;11.14B;26.87%;1.25B;47.47%;4.55;44.89%;11.17%;27.33%;3.50B;503.10%;2.87;1.95%;2025-01-15;08:01:56 UTC;8.05;0.01;27;2.4;0.56;23.74;5.81;-6.11;-1.39;60.64;16.32;14.13;3.38;46.96;12.19;256.11;145.35
FI;204.47;+ 2.94;1.46;205.49;Finance;Regional Banks;42000;1984;www.fiserv.com;"203.15
205.41";"135.97
223.23";116.33B;116330000000.0;39.44;Feb 10, 2025;;;;39;0.79;0.18;0.03;7.0;2.0837472489851816;278.0;35.961265711351295;230.0;12.4859392575928;200.0;-2.1861397760062595;5.21B;7.02%;564.00M;40.76%;0.98;37.33%;10.81%;44.64%;1.86B;50.28%;0.92;15.54%;2025-01-15;08:01:56 UTC;2.2;0.01;27;2.94;1.46;3.96;1.97;1.09;0.54;49.08;31.59;-1.51;-0.73;67.47;49.25;83.79;69.43
BMY;55.74;+ 0.38;0.69;55.90;Health Technology;Pharmaceuticals: Major;34100;1933;www.bms.com;"55.46
55.98";"39.35
61.08";113.05B;113050000000.0;;Feb 5, 2025;4.5;2025-01-02;2025-02-02;28;0.29;0.68;0.04;9.0;0.3715357014711159;73.0;30.965195550771433;60.0;7.64262648008611;39.0;-30.032292787944026;11.89B;8.44%;1.21B;37.19%;0.60;36.16%;10.18%;42.08%;5.27B;19.46%;3.00;121.43%;2025-01-15;08:01:56 UTC;11.36;0.01;27;0.38;0.69;-0.09;-0.16;-0.13;-0.23;15.59;38.83;-1.05;-1.85;5.74;11.48;-10.98;-16.46
LMT;484.46;+ 1.30;0.27;484.47;Electronic Technology;Aerospace & Defense;122000;1912;www.lockheedmartin.com;"477.97
485.20";"413.92
618.95";114.83B;114830000000.0;17.54;Jan 27, 2025;2.68;2024-12-01;2024-12-26;27;0.44;0.52;0.04;10.0;1.584511414771086;700.0;44.49077323205219;608.5;25.603765016719652;434.0;-10.415720596127644;17.10B;1.34%;1.62B;3.62%;6.80;1.06%;9.49%;4.90%;2.08B;17.57%;2.68;43.12%;2025-01-15;08:01:56 UTC;7.09;0.01;27;1.3;0.27;16.41;3.51;-7.19;-1.46;20.58;4.44;2.21;0.46;26.62;5.81;58.8;13.81
GILD;91.0;+ 1.06;1.18;91.29;Health Technology;Biotechnology;18000;1987;www.gilead.com;"89.83
91.48";"62.07
98.90";113.41B;113410000000.0;1025.93;Feb 10, 2025;3.7;2024-12-12;2024-12-29;32;0.56;0.44;0.0;6.0;1.1780219780219783;125.0;37.362637362637365;100.0;9.89010989010989;73.0;-19.78021978021978;7.53B;7.05%;1.25B;42.52%;1.00;42.06%;16.64%;46.31%;4.17B;155.24%;1.26;12.40%;2025-01-15;08:01:56 UTC;2.59;0.01;27;1.06;1.18;1.12;1.25;-1.05;-1.14;20.19;28.51;-0.88;-0.96;5.01;5.83;28.02;44.49
